label,sentence1
0,"thus, the presence of an ambiguity in a contract does not always indicate a structural failure; it could just as easily mean that the parties intended to be bound to arbitrate and that the trial court, as the outside interpreter of the contract, should admit parol evidence to shed light on that contract's limits."
1,"to the extent that di suvero and gould are inconsistent with this rule, they are hereby disapproved."
1,"instead, we choose to overrule quintana, based on the supreme court's subsequent decision in monge and the many court decisions tracking monge."
0,"so, we will evaluate the evidence presented at trial with the jury's accreditation of the state's witnesses in mind."
1,"accordingly, we disapprove of our statement in chhom, 128 wash.2d at 741, 911 p.2d 1014, defining the criminal result of rape of a child as sexual intercourse alone."
1,"to the extent that vaughan v. harvard indus., inc., 926 f. supp. 1340, 1348 (w.d. tenn. 1996) followed the myers rule and held that the ada does not require re-assignment when a disabled employee cannot be reasonably accommodated in his current position, it is overruled."
1,"we approve the decision of the court below and disapprove mayberry v. state, 561 so.2d 1201 (fla. 2d dca 1990), to the extent it conflicts herewith."
1,"insofar as the language in magezis v. municipal court, supra, 3 cal.3d at p. 58 and in grimes v. municipal court, 5 cal.3d 643, 646 [ 97 cal.rptr. 9, 488 p.2d 169] requires a more substantial showing by appellants than is required under mayer, they are disapproved."
0,"finally, although thomas did not appear to have a possessory interest in the taxi, we have held that a permissible inference may be drawn that people who know each other and are traveling together in a vehicle """"in circumstances indicating drug use or selling activity are operating together, and thus are sharing knowledge of the essentials of their operation."""""
1,"to the extent that double view ventures can be construed as adopting a categorical rule requiring a full retrial as the result of any apportionment errora reading we do not necessarily adopt, given the absence of any analysis of the issue in the opinionit is overruled as to this issue."
0,"we announced a clear rule in kloeckner : """"[m]ixed cases shall be filed in district court."""""
1,"although we are reluctant to do so, we must overrule gibson to the extent that it applies structural error review to an instructional error that affects only an element of the offense, a permissible evidentiary inference, or a potential theory of conviction, as opposed to an instructional error that affects the overarching reasonable doubt standard of proof."
0,"1993) (en   banc)); see also perry, 408 u.s. at 601-02 (holding that mutually explicit understanding could give rise to protected property interest)."
0,"because on the date vetri ny applied for the 2016 koz benefits, march 24, 2016, vetri ny was not actively conducting a business within the navy yard koz, dced argues vetri ny could not be certified as a qualified business for any of 2016 and the application for koz benefits for january 2016 was properly denied."
1,"in griffith the court explicitly overruled linkletter and held that in criminal cases, all newly declared rules of law must be applied retroactively to all criminal cases pending on direct review or not yet final  ""with no exception for cases in which the new rule constitutes a `clear break' with the past."
1,"like morning fresh farms, to the extent any of the del mesa farms cases can be read to stand for the proposition that a building, without more, provides sufficient connection to meet the requirement that the product ""originate from the land's productivity,"" we decline to follow them."
1,"because that proposition is contrary to the restatement rule as adopted in gross, barber and joe cooper are, to that extent, overruled."
1,"thus, to the extent inconsistent herewith, omni ins. co. v. kentucky farm bureau mut. ins. co., 999 s.w.2d 724, state farm mut. auto. ins. co. v. register, 583 s.w.2d 705, and royal-globe ins. companies v. safeco ins. co. of america, 560 s.w.2d 22, are overruled."
0,"in hall, for example, a capital murder case, we evaluated the prosecutor's statements that """"the only thing colder than the grave of [the victim] is [the defendant's] heart"""" and that, after shooting a store clerk in the head, the defendant """"walked out coolly, calmly, and collected, with a .357 revolver waving at patrons in the store."""""
1,"1989), can be read to conflict with our holding herein, and is to that extent overruled, we note that the petitioner in that case was not indigent and had already obtained an investigator at his own expense."
0,board op. at *37.
0,section 3553(c) and this court's cases make clear that a sentencing court cannot merely take into account the  3553(a) factors and the defendant's arguments related thereto.
0,"however, appellant's defensive theories   strengthened the state's need for this evidence."
1,"we disapprove of jensen construction co. v. dallas county, 920 s.w.2d 761 (tex.app.-dallas 1996, writ denied), to the extent that it holds otherwise."
1,"language in people v. harrison, 176 cal.app.2d 330 [ 1 cal.rptr. 414], inconsistent with this holding, is disapproved."
0,"d. del. 2006); accord, pls. d.i. 92, ex. a (letter from chetan bachale, consumer account analyst, ocwen loan servicing llc, to daniel tabb (mar. 9, 2016) (""""as the bankruptcy has been discharged, you are no longer personally liable for the debt."
0,"as the issue of judge loo's rulings has been addressed in previous appeals, and we decline to reexamine the issue in the instant appeals, even if the motion was erroneously denied, it was harmless."
1,"for all the foregoing reasons, the decision in woodlake, supra, 230 cal.app.3d 1058, is erroneous, and it is hereby disapproved."
0,"see potter v. state dep't of human res., 511 so.2d 190, 192 (ala.civ.app.1986); see also c.l. v. d.h., 916 so.2d 622, 62526 (ala.civ.app.2005)."
0,(emphasis supplied); u.s. const. amend.
1,"to the extent that this conclusion is inconsistent with in re e.t . , 2008 vt 48, 184 vt. 273, 959 a.2d 544, or in re l.g. , 158 vt. 639, 603 a.2d 381 (1992) (mem.), those cases are overruled."
1,"for these reasons, we conclude that the constructions of the conduct rules in harrington and cicchetti are unsustainable, and we accordingly overrule those decisions."
1,"although the district court recognized the ""general rule"" that "" rooker-feldman may not be invoked against a federal-court plaintiff who was not actually a party to the prior state-court judgment,"" 379 f. supp. 2d, at 1123, it nevertheless followed tenth circuit precedent in allowing application of rooker-feldman against parties who were in privity with a party to the earlier state-court action."
1,"in so holding, we overrule moore v. skiles and the cases that have followed it."
0,"however, even accepting that the initial stop was justified and the decision to impound the vehicle was not pretext for searching miller's vehicle without a warrant, i believe the mere existence of a police department policy is insufficient to satisfy the state's burden of proving the applicability of the inventory search exception to the fourth amendment."
1,"therefore, we hereby expressly overrule hollis."
0,"relying on article i,  2, of the constitution, the court required that congressional districts be drawn with equal populations."
1,"therefore, lynch does not support the sweeping statement made by the haywood court; and because the haywood court clearly contradicts beaver in flatly stating that the state criminal judgment of a court not elected in accordance with the tennessee constitution is ""wholly void,"" 195 tenn. at 273, 259 s.w.2d at 162, haywood is overruled to that extent."
0,"wife received from husband on august 28, 2014, as the buyout amount based upon their then-current equity in the family residence."
1,"individuals enjoy a non-trivial privacy interest in their booking photos, and we overrule free press i 's contrary holding."
1,"schulte v. venture stores, inc., 832 s.w.2d 13 (mo.app. 1992), and hoskin v. younger cemetery corp., 838 s.w.2d 476 (mo.app. 1992), to the extent that they conflict, are overruled."
1,"to the extent that any dicta therein may impliedly suggest that intent is a necessary ingredient of the element of concealment, we decline to follow it, in light of our en banc holding today."
0,"see knight v. jewett, 834 p.2d 696, 704-05 (cal. 1992)."
0,"14 after darby was convicted, he filed a postconviction motion arguing that his constitutional right to self-representation was violated because he had invoked his right during this exchange with the trial court."
1,"to the extent the previous decisions in ex parte talley, brown, ex parte green, roberts, in re williams, harrell, akers, coffer, stucker, sam and edens conflict with the court's decision herein, they are expressly overruled."
0,"on july 10, 2014, the state charged martin by amended information with one count of sale of cocaine within 1,000 feet of a public park or a publicly owned recreational facility and one count of unlawful use of a two-way communication device. martin proceeded to trial and was found guilty as charged."
1,"to the extent that ross v. commonwealth, supra, holds to the contrary, it is hereby overruled."
0,"the plaintiff, whose marriage to the defendant previously had been dissolved, appealed to this court from the judgment of the trial court denying his motion to modify the dissolution judgment by terminating his alimony obligation because of the defendant's alleged cohabitation with her boyfriend."
0,"in my view, appellant adhered to the explicit requirements of our rules of civil procedure, and nothing more was required of her to preserve her claim."
1,"cases on which defendant relies for sustaining the limited scope of the arbitrable issues and the necessity for preliminary court hearings on ""jurisdictional facts"" are hereby disapproved: pacific automobile ins. co. v. lang, supra, 265 cal.app.2d 837; rodgers v. state farm mutual auto. ins. co., supra, 13 cal.app.3d 641."
1,this aspect of huf needs to be re-examined in light of blakely.
0,"10 the restatement further views as irrelevant whether the mortgagee had actual or constructive notice of the intervening lien. according to the restatement, a mortgagee is entitled to subrogation provided that it reasonably expected to receive the security and priority of the lien it paid, and provided subrogation will not materially prejudice the rights of the intervening lien holders."
1,##note: yamaha corp. v. state bd. of equalization is the current case that is being dealt with therefore it is not being overruled.
1,"i agree with judge kerner's opinion to the extent that it affirms the judgment appealed from and that victor v. lane, 394 f.2d 268, a previous decision of this court, should be overruled."
0,"the   agency may base a credibility finding on an asylum applicant's """"demeanor, candor, or responsiveness""""; the """"inherent plausibility"""" of his account; the consistency among his written statements, oral statements, and other record evidence; and """"any inaccuracies or falsehoods in such statements, without regard to whether an inconsistency, inaccuracy, or falsehood goes to the heart of the applicant's claim, or any other relevant factor."""""
1,"as the tenth circuit recognized, however, other courts of appeals have held that the limitations period for a constructive-discharge claim does not begin to run until the employee resigns."
0,"tobey filed his complaint on april 1, 2016."
0,"see, e.g., hyland v. homeservices of am., inc., 771 f.3d 310, 323 (6th cir. 2014) (affirming district court's holding that """"plaintiffs have not pled an alter ego or piercing the corporate veil claim in their fourth amended complaint and cannot now, when faced with summary judgment, assert this new theory of liability"""" (citation omitted)); counts v. mk-ferguson co., 680 f. supp. 1343, 1347 n.3 (e.d. mo.) (""""plaintiff has not pleaded alter ego liability against this defendant and it would not be possible to hold it liable on this basis given the claims advanced in the second amended complaint.""""),"
1,"to the extent that langley, supra, supports the conclusion that a reasonable inference of guilt may be drawn from neutral, orderly courtroom demeanor, it is overruled."
1,"i disagree, however, with the majority's decision to overrule state v. smith, 200 conn. 465, 512 a.2d 189 (1986), and state v. tatum, 219 conn. 721, 728, 595 a.2d 322 (1991)."
1,"district of columbia, and the dicta in sims v. rives, and wood v. united states, are in conflict with the foregoing statement they are, to that extent, hereby repudiated."
1,"to the extent that state v. hinton, 680 p.2d 749 (utah 1984) (per curiam) is inconsistent with this rule, it is overruled."
1,"to the extent that our holdings in dove, 710 p.2d 170, and cannon, 692 p.2d 740, do not abide by the bright-line standard articulated in rule 7(f)(2), we overrule those cases."
0,"the trial court's ruling here, however, pointedly did not determine the rights and interests of the parties and instead ordered the property sold pending a future determination of those rights and interests."
0," dissent is instructive, noting specifically that the majority found waiver and suggests, therefore, that any further substantive analysis is"
1,"rather than perpetuate that error, we acknowledge our mistake and overrule our prior opinion on that issue."
0,"also, the record supports the court's findings that diaz's actions were not a product of control by salgado or a product of her fear of him."
1,"so to be clear, to the extent tuck held that the judiciary possesses some power to interfere in the legislature's internal procedure, we overrule it today."
1,##note: people v. gonzalez is the same line of cases as the current case therefore there is no overruling.
1,"to the extent that schultz requires executive capacity as the sine quanon of the admission by a party-opponent exception to the hearsay rule, it is incorrect and is overruled."
0,"in nath, the supreme court explained that in addition to complying with the requirements of the governing substantive law, a sanction must also comply with due process by being """"just and not excessive."""""
0,"e.g., united states v. iannone, 184 f.3d 214, 222 (3d cir. 1999)."
0,"see commonwealth v. diaz, 448 mass. 286, 288 (2007)."
1,"this instruction was copied from the case of george v. standard slag company, ky., 431 s.w.2d 711, 715 (1968), and we specifically overrule that portion of the case."
1,we overrule valley to the extent it is inconsistent with this opinion.
1,"further, we reject use of the statutory definition of vessel in the lhwca as the basis for the definition of vessel under  905(b), as was done in lundy v. litton systems, inc., 624 f.2d 590 (5th cir. 1980), cert. denied, 450 u.s. 913, 101 s.ct. 1353, 67 l.ed.2d 337 (1981), and overrule the holding in trussell v. litton systems, inc., 753 f.2d 366, 367 (5th cir. 1985), that a hull under construction, located ""on a building platform in a building-way within the shipyard,"" and not on navigable waters, was a vessel for  905(b) purposes."
1,the time has come to reconcile and regularize our cases in this field.
0,see wis. stat.  808.10 and rule 809.62. cir. ct. nos. 2016tp238
0,"13 defendant is correct that abuse of discretion is typically the correct standard of review for discovery matters, such as the issue in the instant appeal."
0,290 or at 153-54 (quoting ors 20.010 and ors 20.070).
0,"it is unclear whether this means that behdadnia made an unconditional tender of the $400,000 (or more) due under the sales agreement."
1,"lobrano, judge david r.m. williams, judge joan bernard armstrong, judge steven r. plotkin, and judge rudolph f. becker iii) have voted to overrule donnelly."
0,"such an approach strikes us as being eminently sensible, and it is our judgment that a similar principle should be applied in the case at bar."
1,"we are not persuaded by the rationale of either opinion and insofar as hillman v. commissioner, supra, is in conflict with our decision it is overruled."
1,"to the extent this holding conflicts with the court of appeals' decision in farmers group, inc. v. trimble, 768 p.2d 1243 (colo.app. 1988) (""trimble iii""), we overrule that decision."
0,{31} murder is an unclassified felony generally subject to an indefinite sentence of 15 years to life.
1,"therefore, insofar as the holm case may be interpreted to hold that any photograph taken for the purpose of litigation and transmitted to an attorney is privileged, per se, it is disapproved."
0,"18 following a lengthy hearing at which the court entertained argument from the parties' attorneys, the court granted john's motion for summary judgment."
1,mcdonald is erroneous.
0,"first, unlike here, the applicant in ex parte wolf submitted evidence supporting his position that his plea counsel's actions and advice fell below the prevailing professional norms for representation of a defendant like him."
0,"however, when we look to the association's objection and arguments during the instructions conference, we see that the association's arguments were directed at the requested modification rejected by the circuit court."
1,"to the extent that brashear v. payne, ky., 1954, 266 s.w.2d 346, is in conflict with this conclusion, it is overruled."
0,22 edwards plainly held that perfecting an appeal following a guilty plea includes filing a postplea motion.
0,(id. at pp. 903-904.)
0,"the commission instead undertakes to ensure """"just and reasonable"""" wholesale rates by enhancing competitionattempting, as we recently explained, """"to break down regulatory and economic barriers that hinder a free market in wholesale electricity."""""
1,"crescent wharf etc. co. v. los angeles, 207 cal. 430 [ 278 p. 1028], fails to consider the above mentioned factors and should be overruled."
0,"in re mortimore estate, unpublished opinion per curiam of the court of appeals, issued may 17, 2011, 2011 wl 1879737 (docket no. 297280), p. 1."
1,"accordingly, we overrule get it kwik, to the extent that that opinion holds that a where a violation of the notice provisions of the bulk transfers act has occurred, the transferee cannot be personally liable to the transferor's creditors under any circumstances."
1,"opn.] [ 97 cal.rptr. 40]; people v. miller, 12 cal.app.3d 922, 934 [ 91 cal.rptr. 97].)"
0,"as harper's testimony established, a 3-mile radius in houston will contain about 50 grocery stores."
0,"plaintiff argues the trial court's finding the closure """"relates to"""" harassment of seals is supported by substantial evidence."
0,"cf. doj guidance notice, 76 fed. reg. 470 at 7472 ([c]ompliance with section 5 of the voting rights act may require the jurisdiction to depart from strict adherence to certain of its redistricting criteria.)."
1,"in recognizing yurgel and agreeing with the holding in lamon, we recede from the following three opinions of this court."
1,"to the extent, therefore, that fuentes may be considered an opinion of this court, we admit our error and disapprove it."
1,"to the extent dye, 2009 ok 52, 230 p.3d 507,griffith, 2009 ok 51, 230 p.3d 488, and cossey, 2009 ok 6, 212 p.3d 447 conclude otherwise, they are overruled."
1,"we went on to state that ""any statement or intimation to the contrary in our prior decisions in ellis and mitchell is hereby expressly disapproved."""
0,advancing a theory that the 2010 order resolved any outstanding motion.
1,"to the extent our decisions in brown, beale, and later cases, e.g., watson v. united states, 612 a.2d 179, 182 (d.c. 1992), impose a more exacting standard of relevance, we disavow them."
1,"consequently, to the extent that miller or perez can still be read as authority for overlooking a party's failure to make a timely and specific objection to the admission of evidence at trial and subsequently preserve the issue for appellate review by including it in a 1925(b) statement to which the trial court responds, their rationale for overlooking waiver is disavowed."
0,"district 6 retains 70.3% of its predecessor district (old district 1). however, as discussed above, the senate in drawing this district did not perform a functional analysis, but rather focused on keeping the core of old district 1. old district 1, however, was drawn at a time when compactness was not a constitutional imperative."
1,"therefore, the trial court's plea for rectification is vindicated; strother is expressly overruled; the judgment is reversed; and the cause is remanded."
0,"see heckman v. williamson cty., 369 s.w.3d 137, 150 (tex. 2012) (plea to jurisdiction must be granted if defendant presents undisputed evidence that negates existence of jurisdiction)."
1,"for the reasons stated below, we overrule rock v. toan and reverse the judgment of the trial court."
1,"the doctrine of carlson should be, and is hereby, overruled on the ground it violates  78-34-10(1) and (2)."
1,"to the extent our previous holding in slaughterback v. state, 594 p.2d 780 (okla."
1,"##note: morehart v. county of santa barbara is reversed, not overruled (same line of cases)."
1,"accordingly, we recede from this court's decision in donahue, and affirm appellant's conviction and sentence in all respects."
1,"the cases of louisville and jefferson county planning and zoning commission v. grady, ky., 273 s.w.2d 563, and boyd v. louisville and jefferson county planning and zoning commission, 313 ky. 196, 230 s.w.2d 444, are expressly overruled."
1,"although judge rucker ably distinguished the factual and procedural situation in lackey from that in this case, we acknowledge the inconsistency identified by sia and hereby disapprove lackey to the extent that it is inconsistent with the holding set forth in the preceding paragraph."
0,petitioner argues that the tribunal erred by affirming the department's denial of a pre for the property for the 2010 through 2013 tax years.
1,we continue to believe that these cases properly state the law of the authority of a judge pro tempore to continue to rule on matters following expiration of his or her appointment and so disapprove those recent decisions of the court of appeals to the contrary:
1,such case is hereby overruled insofar as it holds the form of the complaint and information was not subject to the exception.
0,"""""attorneys have wide latitude in opening and closing statements, subject to the trial court's control, and limitation of the scope of the arguments is within the trial court's discretion."""""
0,"here, the trial court imposed two concurrent two-year sentences for brown's convictions for possession of cocaine or a narcotic drug and possession of a hypodermic syringe or needle, as level 6 felonies."
1,"the staff analysis of the bill references the conflict between paul v. jenne, 728 so.2d 1167 (fla. 4th dca), rev. granted, 741 so.2d 1137 (fla. 1999), and houser v. manning, 719 so.2d 307 (fla. 3d dca 1998), suggesting that a primary motivation behind the statute was to legislatively overrule the result in paul."
1,"to the extent it is inconsistent with this opinion, the decision in jacquin-florida distilling corp. v. department of business regulation, 356 so.2d 340 (fla. 1st dca 1978), is disapproved."
0,"46 defendant argues, in the alternative, that the circuit court failed to conduct a proper inquiry into his posttrial claims of ineffective assistance of counsel."
0,"in the present case, appellant requested that she pay $300 a month in child support, which the court granted."
1,fontenot v. petmecky is overruled.
1,"to the extent that they follow or approve of the holding in ex parte erwin, supra, the following cases are also overruled."
0,"washington has adopted a number of provisions of the federal adoption and safe families act of 1997, designed to speed up the process of permanency planning for children in foster care."
0,"we vacated and remanded, instructing the district court to evaluate bernal's claims under section 2255."
1,"in so far as texas n. o. r. co. v. pool, tex.civ.app., 263 s.w.2d 582, no writ history, may be in conflict with what is here said, it is disapproved."
0,"the first prong requires the defendant to show by a preponderance of the evidence that defense counsel was not reasonably competent, while the second prong requires him to show that there is a reasonable probability that, but for defense counsel's unprofessional errors, the outcome of the proceedings would have been different."
0,congress possesses only limited authority to prohibit and punish robbery.
1,"the intermediate court fell into error by following previous precedents of its own court, colbert v. mike-baker brick company, 326 so.2d 900 (la.app. 3d cir. 1976) and becker v. choate, 204 so.2d 680 (la.app. 3d cir. 1967), which had erroneously overlooked the legislative overruling of the decisions upon which they were based."
1,"therefore, to the extent that language in lam suggests otherwise, such language should be disapproved."
0,"appellant argues the alleged charge error """"at least in theory"""" could have allowed the jury to convict him for brandishing a hammer."
1,"thus, boswell and cruse have been, at best, outlying cases concerning the effect of ""as is"" clauses in agreements involving the sale of used real property, and we overrule boswell and cruse to the extent that they stand for a proposition different than that expressed in clay kilgore constr., nesbitt, moore, leatherwood, haygood, o'connor, and massey."
0," this conclusion is not affected by our supreme court's recognition, subsequent to franko, of a habeas petitioner's right to appeal from the dismissal of his habeas petition even if the habeas court denies his petition for certification to appeal."
0,c. defendants' claims for other fees.
0,see a.r.s.  13-105(9).
1,"insofar as mccurter v. older, supra, 173 cal.app.3d 582, 594, and employers casualty co. v. northwestern nat. ins. group, supra, 109 cal.app.3d 462, 474, can be read to hold that a party who fails to bring to the attention of the trial court an omission or ambiguity in its statement of decision may nevertheless avoid the presumptions in favor of the judgment, they are disapproved."
1,"to the extent that kendricks, supra, or any other case, conflicts with this opinion, it is overruled."
1,"to the extent that they are inconsistent with the views expressed herein, donnellan v. hite, supra, 139 cal.app.2d 43, and wallace v. superior court, supra, 141 cal.app.2d 771 are hereby disapproved, and matter of snyder, supra, 158 cal. 218 is overruled."
0,"""""the plaintiff in a rear-end accident case must prove specific acts of negligence on the part of the following driver."""""
0,hope was not required to file a claim for new injury under code  65.2-601.
1,## note: could not find overruling language specifically for each of the cases listed in the snippet.
0,at least two courts have refused to apply the discovery rule to cases involving statutory violations under r.c. 2305.07.
1,"we answer the certified question in the negative, quash the district court's opinion, and disapprove gellert to the extent of conflict with this opinion, but we approve the result of the instant case."
0,"[20] after an arrest is made, the arresting officer may search the person to """"'remove any weapons that the latter might seek to use in order to resist arrest or effect his escape'"""" and also """"'to search for or seize any evidence on the arrestee's person in order to prevent its concealment or destruction.'"""""
0,"consequently, according to the sheriff, allowing this statute to summarily result in loss of firearm rights without further judicial process or notice would be confusing and absurd."
0,"in its decision, handed down on april 3, 2017, the court held that """"[n]othing in  924(c) restricts the authority conferred on sentencing courts by  3553(a) and the related provisions to consider a sentence imposed under  924(c) when calculating a just sentence for the predicate count."""""
1,"because of its internal inconsistency, and because ainsworth is inconsistent with these precedents, it has effectively been overruled."
0,"unlike the court, however, i would hold that all these districts must satisfy strict scrutiny."
1,"in view of our foregoing discussion concerning the shortcomings of such an analysis, we find it necessary to depart from much of the rationale underlying that decision."
1,"accordingly, the fair political practices opinion is disapproved to the extent that it is inconsistent with the present decision."
1,"in so finding, we disapprove our earlier decision, in the interest of c.g., 261 ga.app. 814, 815, 584 s.e.2d 33 (2003), to the extent that it deems testimony describing nonverbal conduct depicted on a surveillance videotape to be hearsay."
0,"as a result, there simply is no basis for concluding that the 911 call was outcome-determinative."
0,"however, when a contract contains a latent ambiguity, the question of the parties' intent requires the taking of parol evidencesomething which this court will not do."
1,"to the extent that mariner's village , supra, and village square , supra, held otherwise, they are overruled."
1,"therefore, the decision of the second district court of appeal is approved on the totality of the facts presented, and to the extent they are inconsistent with this opinion, the wikso and bass decisions are disapproved."
0,"rules declared valid  smith, john, judge  minnesota department of public safety jack y. perry, jason r. asmus, briggs and morgan, p.a., minneapolis, minnesota (for petitioners) lori swanson, attorney general, stephen d. melchionne, assistant attorney general, st. paul, minnesota (for respondents) considered and decided by halbrooks, presiding judge; rodenberg, judge; and smith, john, judge."
1,"however, so far as it may appear to indicate that it is necessary for the winning party to an interference to file a cross-appeal in order to be entitled to argue any matter relevant to the issue of priority of invention which has been raised by him before the board, and which has been decided adversely to him, the statement contained in the sentence in question is at variance with the established practice of this court as set forth in the decisions cited above, and is accordingly overruled."
0,"id., at 70a."
0,"of most relevance here, the u.s. bank action was filed on september 15, 2010, in the u.s. district court for the northern district of texas by u.s. bank national association (""""u.s. bank""""), the entity appointed litigation trustee in idearc's bankruptcy, to recover funds for the benefit of idearc debt securities holders and other creditors."
1,"( id. at p. 574; see also people v. green (1980) 27 cal.3d 1, 67, disapproved on other grounds in people v. hall (1986) 41 cal.3d 826, 834, fn."
1,"to the extent that hunnicutt suggests otherwise, it is overruled."
1,"still other states with a similar rule of evidence to tenn.r.evid. 404 have concluded that the sex crimes exception cannot be reconciled with the restrictive language of tenn. r.evid. 404; as a result, they have overruled prior cases to the contrary and expressly rejected the ""sex crimes"" exception, holding instead that evidence of prior sexual misconduct is governed by the same evidentiary rules as evidence of other non-sexual misconduct."
0,the trial court was the first to consider the enforceability of the covenant.
0,"likewise, the commission's functions, and the commission itself, were dependent on the rules and could not be severed."
1,we therefore approve the second district's decision in j.s. u.b. and disapprove the fourth district's decision in lassiter.
0,"6 the moshiers contend that the district court erred in granting fisher's motion for summary judgment because (1) a six-year, rather than a four-year, statute of limitations applies; (2) the statute of limitations did not begin to run until it was clear that they would not receive the full amount of their claim; and (3) the discovery rule applies, which would delay triggering the statute of limitations."
0,"(loeffler, supra, 58 cal.4th at p. 1129.)"
0,"we see no abuse of discretion, and we therefore affirm the admission of dr. parran's expert testimony."
0,"in re: review of issues relating to comm'n certification of distributed antennae sys. providers in pa., no. m-2016-2517831 at 3 n.5 (pa. p.u.c. 2016) (internal quotation marks omitted)."
1,"accordingly, we approve the decision of the fifth district court of appeal in the instant case and expressly disapprove the decision of the second district court of appeal in hofeling to the extent that it is inconsistent with the dictates of this opinion."
1,"concluding that the outcome of this appeal with respect to attorney fees turns on our precedent in devine v. national treasury employees union, 805 f.2d 384 (fed. cir. 1986), and goodrich v. department of the navy, 733 f.2d 1578 (fed. cir. 1984), we decided to rehear the appeal en banc so that we could consider the following question:"
0,our review of this appeal reveals a jurisdictional defect.
0,"30 accordingly, until there is more guidance and an effort at uniformity, we will continue to see a steady flow of cases in which this issue is raised, with widely varying results from our court."
0,williams has not filed a response.
0,"the jury could have disbelieved such evidence, but it was not subject to   multiple interpretations."
1,"because hummel, the conflict case, involved a motion filed under rule 3.800(a), we disapproved the first district's decision only ""to the extent it [wa]s inconsistent with"" anderson."
0,"moreover, the board's finding of no waiver in this case accords with its practice of """"appl[ying] cauthorne . . . 'narrowly,'"""" only finding waiver """"where there is explicit contract language authorizing an employer to cancel its obligations."""""
0,"bahtuoh, 840 n.w.2d at 820 (emphasis omitted)."
0,"the district court dismissed count i because """"without some factual basis for the allegation that an elevated table in a galley was defective or that [ncla] had notice of its dangers, [allen]'s claim for jones act negligence fails as a matter of law."""" allen had """"not asserted facts that any instrumentality he was required to use was defective nor [had] he asserted he was instructed to perform his duties in an unsafe manner."""""
1,"we note that, in mcclung, the supreme court of tennessee abandoned the imminent harm test put forth in cornpropst v. sloan, the case on which this court relied in shipes."
1,three courts of appeals have reached the opposite conclusion on similar facts.
1,"thus, bledsoe does not control our holding in this case."
0,dr. benefield has never specifically identified how these affidavits prejudice his ability to prepare for a trial on the merits.
0,cummings left the service door of the garage open and went into his house to shower.
0,the district court dismissed smith's ada claims against dmh as barred by the eleventh amendment.
0,"furthermore, the board found """"compelling"""" mallinckrodt's argument based on secondary considerations, namely that """"if it were obvious to a person of ordinary skill in the art to exclude children with lvd from treatment with [nitric oxide], the experts in the field who designed the [inot22] study would have excluded those children from the original protocol."""""
1,"villa, supra, 156 cal.app.3d 1076, hinkle, supra, 175 cal.app.3d 587, and postural therapeutics v. workers' comp. appeals bd., supra, 179 cal.app.3d 551, are disapproved to the extent that they are inconsistent with this holding."
0,"instead, a plaintiff must """"provide enough detail to show the factual basis for its claim."""""
1,"we hereby disapprove of merendino v. burrell, 923 s.w.2d 258, 261 (tex. app.  beaumont 1996, writ denied), and miller v. cozart, 394 s.w.2d 22, 24 (tex.civ.app.  dallas 1965, no writ), to the extent that they hold that a person who owns or is otherwise responsible for horses has a duty to prevent the horses from roaming onto a farm-to-market road that is free from a local stock law."
1,"in its haste to reduce the practically unmanageable volume of claims that presently may be brought by way of post-conviction habeas corpus under article 11.07, v.a.c.c.p., the majority has overruled yet another of its past decisions without adequate justification."
1,we recede from prior opinions inconsistent with this holding.
0,"the statute bars certain """"alien[s]"""" from """"attempt[ing] to enter . . . the united states."""" 8 u.s.c.  1326(a)(2)."
0,knight argues that the state violated his right to a speedy trial.
1,"we agree with appellant that this court incorrectly applied the controlling statute in the hitaffer case, and for the reasons now discussed we overrule hitaffer v. argonne co. as to the interpretation of section 5 of the act."
1,"miller, supra, and brunner, supra, are overruled to the extent that they conflict with this opinion."
1,"for the reasons that follow, we disapprove campanella and kotoff to the extent they conclude that a court exercising its discretion on a motion for special trial preference may not consider the plaintiff's lack of diligence or prejudice to the defendant once the five-year bar is imminent."
0,"petro-chem., 514 s.w.2d at 245-46."
1,"in so holding, we decline to follow this court's decision in wickersham ford, inc. v. orange county, 701 s.w.2d 344 (tex.app.  beaumont 1985, no writ), which found orange county to be both a person and a corporation under art. 2226."
0,"next, defendants argue that the trial court erred by rejecting their counterclaims against the smith and bauckham plaintiffs."
0,"the court concluded that """"in cases of any  significant complexity the word 'may' in rule 52(a) should be construed to read 'generally should.'"
1,"to the extent that lynn strickland deviates from the statutory definition of wantonness, as followed by this court, it is hereby overruled."
0,"bottoson, 833 so.2d at 695 (citing hildwin v. florida, 490 u.s. 638, 109 s.ct. 2055, 104 l.ed.2d 728 (1989); spaziano v. florida, 468 u.s. 447, 104 s.ct. 3154, 82 l.ed.2d 340 (1984); barclay v. florida, 463 u.s. 939, 103 s.ct. 3418, 77 l.ed.2d 1134 (1983))."
0,"given the potential"""" for certain records to qualify as trade secrets, the """"other statute"""" provision of the pra """"operates as an independent limit on disclosure of portions of the records at issue here that have even potential economic value."""""
0,"(as last visited june 20, 2017) (bold in original)."
1,"for these reasons, we overrule the language of people v. mcgee, supra, 1 cal.2d 611, and its progeny, to the extent it suggests a court lacks fundamental subject matter jurisdiction over a time-barred criminal action."
0,"appeal by the defendant from a judgment of the supreme court, suffolk county (william j. condon, j.), rendered march 24, 2015, convicting him of attempted burglary in the second degree, upon his plea of guilty, and imposing sentence."
